university_name,group_code,sample_major_name,suggested_majors,in_simple,auto_filled
华侨大学,208,专业组208,,NO,NO
华侨大学,209,专业组209,,NO,NO
华侨大学,212,专业组212,,NO,NO
福州大学(闽台合作),202,专业组202,,NO,NO
福州大学,203,专业组203,,NO,NO
福州大学,204,专业组204,,NO,NO
福州大学(闽台合作),206,专业组206,,NO,NO
福建理工大学,202,专业组202,,NO,NO
福建理工大学,203,专业组203,,NO,NO
福建农林大学,204,专业组204,,NO,NO
福建农林大学,205,专业组205,,NO,NO
福建农林大学(中外合作办学),"院
206","专业组院
206",,NO,NO
福建农林大学(中外合作办学),207,专业组207,,NO,NO
福建农林大学,208,专业组208,,NO,NO
福建农林大学,210,专业组210,,NO,NO
集美大学,203,专业组203,,NO,NO
"考
集美大学",204,专业组204,,NO,NO
集美大学,205,专业组205,,NO,NO
集美大学,206,专业组206,,NO,NO
"育
集美大学",207,专业组207,,NO,NO
集美大学,208,专业组208,,NO,NO
福建医科大学,201,专业组201,,NO,NO
"教
福建医科大学",202,专业组202,,NO,NO
"省
福建中医药大学",201,专业组201,,NO,NO
福建中医药大学,202,专业组202,,NO,NO
福建中医药大学(中外合作办学),203,专业组203,,NO,NO
福建师范大学,206,专业组206,,NO,NO
福建师范大学,207,专业组207,,NO,NO
福建师范大学,208,专业组208,,NO,NO
福建师范大学(中外合作办学),"育
209","专业组育
209",,NO,NO
闽江学院,202,专业组202,,NO,NO
"教
闽江学院",203,专业组203,,NO,NO
武夷学院,202,专业组202,,NO,NO
武夷学院,203,专业组203,,NO,NO
泉州师范学院,203,专业组203,,NO,NO
泉州师范学院,204,专业组204,,NO,NO
泉州师范学院,206,专业组206,,NO,NO
泉州师范学院,207,专业组207,,NO,NO
"广
泉州师范学院",208,专业组208,,NO,NO
闽南师范大学(联合培养),201,专业组201,,NO,NO
闽南师范大学,202,专业组202,,NO,NO
闽南师范大学(联合培养),203,专业组203,,NO,NO
闽南师范大学,204,专业组204,,NO,NO
南昌大学,203,专业组203,,NO,NO
南昌大学,204,专业组204,,NO,NO
南昌大学,205,专业组205,,NO,NO
南昌大学,206,专业组206,,NO,NO
南昌大学,207,专业组207,,NO,NO
南昌大学(中外合作办学),"广
208","专业组广
208",,NO,NO
南昌大学,209,专业组209,,NO,NO
南昌大学,210,专业组210,,NO,NO
华东交通大学,204,专业组204,,NO,NO
华东交通大学,205,专业组205,,NO,NO
华东交通大学,206,专业组206,,NO,NO
华东交通大学(联合培养),207,专业组207,,NO,NO
华东交通大学(中外合作办学),208,专业组208,,NO,NO
华东交通大学(联合培养),211,专业组211,,NO,NO
东华理工大学(联合培养),"院
203","专业组院
203",,NO,NO
南昌航空大学,202,专业组202,,NO,NO
南昌航空大学(中外合作办学),204,专业组204,,NO,NO
江西理工大学,203,专业组203,,NO,NO
"考
江西理工大学",204,专业组204,,NO,NO
江西理工大学,205,专业组205,,NO,NO
江西理工大学,206,专业组206,,NO,NO
"育
江西理工大学(中外合作办学)",207,专业组207,,NO,NO
江西理工大学,209,专业组209,,NO,NO
"教
景德镇陶瓷大学",204,专业组204,,NO,NO
江西农业大学,204,专业组204,,NO,NO
"省
江西农业大学",206,专业组206,,NO,NO
江西中医药大学,202,专业组202,,NO,NO
江西中医药大学,203,专业组203,,NO,NO
江西中医药大学,204,专业组204,,NO,NO
江西中医药大学,205,专业组205,,NO,NO
赣南医科大学,"育
202","专业组育
202",,NO,NO
赣南医科大学,203,专业组203,,NO,NO
"教
江西师范大学",205,专业组205,,NO,NO
江西师范大学,206,专业组206,,NO,NO
江西师范大学,207,专业组207,,NO,NO
上饶师范学院,208,专业组208,,NO,NO
上饶师范学院,209,专业组209,,NO,NO
上饶师范学院,211,专业组211,,NO,NO
上饶师范学院,212,专业组212,,NO,NO
"广
上饶师范学院",213,专业组213,,NO,NO
宜春学院,204,专业组204,,NO,NO
宜春学院,205,专业组205,,NO,NO
宜春学院,206,专业组206,,NO,NO
宜春学院,207,专业组207,,NO,NO
宜春学院,208,专业组208,,NO,NO
赣南师范大学,208,专业组208,,NO,NO
赣南师范大学,209,专业组209,,NO,NO
赣南师范大学,210,专业组210,,NO,NO
赣南师范大学,211,专业组211,,NO,NO
赣南师范大学,212,专业组212,,NO,NO
赣南师范大学,"广
213","专业组广
213",,NO,NO
井冈山大学,202,专业组202,,NO,NO
井冈山大学,203,专业组203,,NO,NO
井冈山大学,204,专业组204,,NO,NO
井冈山大学,205,专业组205,,NO,NO
江西财经大学,203,专业组203,,NO,NO
江西财经大学,204,专业组204,,NO,NO
江西财经大学,205,专业组205,,NO,NO
江西财经大学,206,专业组206,,NO,NO
江西财经大学,207,专业组207,,NO,NO
江西财经大学(中外合作办学),235,专业组235,,NO,NO
江西财经大学(中外合作办学),237,专业组237,,NO,NO
山东大学,"院
202","专业组院
202",,NO,NO
中国海洋大学,205,专业组205,,NO,NO
中国海洋大学,206,专业组206,,NO,NO
"考
中国海洋大学",207,专业组207,,NO,NO
中国海洋大学,208,专业组208,,NO,NO
中国海洋大学,209,专业组209,,NO,NO
"育
中国海洋大学(中外合作办学)",210,专业组210,,NO,NO
中国海洋大学(中外合作办学),211,专业组211,,NO,NO
中国海洋大学(中外合作办学),212,专业组212,,NO,NO
"教
中国海洋大学(中外合作办学)",213,专业组213,,NO,NO
中国海洋大学(中外合作办学),214,专业组214,,NO,NO
"省
山东科技大学",202,专业组202,,NO,NO
中国石油大学(华东),202,专业组202,,NO,NO
中国石油大学(华东),203,专业组203,,NO,NO
中国石油大学(华东),204,专业组204,,NO,NO
中国石油大学(华东),205,专业组205,,NO,NO
青岛科技大学,"育
201","专业组育
201",,NO,NO
青岛科技大学,202,专业组202,,NO,NO
"教
青岛科技大学",203,专业组203,,NO,NO
青岛科技大学,204,专业组204,,NO,NO
济南大学,205,专业组205,,NO,NO
济南大学,207,专业组207,,NO,NO
济南大学,208,专业组208,,NO,NO
济南大学,210,专业组210,,NO,NO
济南大学,211,专业组211,,NO,NO
"广
济南大学",215,专业组215,,NO,NO
山东建筑大学,203,专业组203,,NO,NO
山东建筑大学,204,专业组204,,NO,NO
山东建筑大学(中外合作办学),205,专业组205,,NO,NO
山东建筑大学(中外合作办学),206,专业组206,,NO,NO
齐鲁工业大学,203,专业组203,,NO,NO
齐鲁工业大学,205,专业组205,,NO,NO
山东理工大学,201,专业组201,,NO,NO
山东理工大学,202,专业组202,,NO,NO
山东理工大学,"广
203","专业组广
203",,NO,NO
山东农业大学,202,专业组202,,NO,NO
青岛农业大学,201,专业组201,,NO,NO
青岛农业大学,202,专业组202,,NO,NO
青岛农业大学(中外合作办学),203,专业组203,,NO,NO
青岛农业大学(中外合作办学),204,专业组204,,NO,NO
山东第二医科大学,201,专业组201,,NO,NO
山东第一医科大学,202,专业组202,,NO,NO
山东第一医科大学,203,专业组203,,NO,NO
山东第一医科大学,204,专业组204,,NO,NO
山东第一医科大学,"院
207","专业组院
207",,NO,NO
滨州医学院,201,专业组201,,NO,NO
济宁医学院,201,专业组201,,NO,NO
山东师范大学,207,专业组207,,NO,NO
"考
山东师范大学",208,专业组208,,NO,NO
山东师范大学,209,专业组209,,NO,NO
"育
山东师范大学",211,专业组211,,NO,NO
"教
山东师范大学(中外合作办学)",214,专业组214,,NO,NO
聊城大学,201,专业组201,,NO,NO
"省
聊城大学",202,专业组202,,NO,NO
山东航空学院,202,专业组202,,NO,NO
山东航空学院,203,专业组203,,NO,NO
鲁东大学,202,专业组202,,NO,NO
临沂大学,202,专业组202,,NO,NO
临沂大学,203,专业组203,,NO,NO
泰山学院,"育
201","专业组育
201",,NO,NO
菏泽学院,202,专业组202,,NO,NO
"教
菏泽学院",203,专业组203,,NO,NO
山东财经大学,202,专业组202,,NO,NO
山东财经大学,203,专业组203,,NO,NO
郑州大学,203,专业组203,,NO,NO
郑州大学,204,专业组204,,NO,NO
河南理工大学,204,专业组204,,NO,NO
河南理工大学(中外合作办学),205,专业组205,,NO,NO
"广
河南理工大学(中外合作办学)",206,专业组206,,NO,NO
郑州轻工业大学,202,专业组202,,NO,NO
郑州轻工业大学(中外合作办学),203,专业组203,,NO,NO
河南工业大学,203,专业组203,,NO,NO
河南工业大学,204,专业组204,,NO,NO
河南工业大学,205,专业组205,,NO,NO
河南工业大学(豫台合作办学),206,专业组206,,NO,NO
河南工业大学(中外合作办学),207,专业组207,,NO,NO
河南科技大学,202,专业组202,,NO,NO
河南科技大学,203,专业组203,,NO,NO
河南科技大学,204,专业组204,,NO,NO
河南科技大学,"广
205","专业组广
205",,NO,NO
河南科技大学(中外合作办学),206,专业组206,,NO,NO
河南科技大学(中外合作办学),208,专业组208,,NO,NO
中原工学院,202,专业组202,,NO,NO
河南农业大学,203,专业组203,,NO,NO
河南农业大学,204,专业组204,,NO,NO
河南农业大学,205,专业组205,,NO,NO
河南农业大学(中外合作办学),206,专业组206,,NO,NO
河南科技学院,203,专业组203,,NO,NO
河南科技学院,204,专业组204,,NO,NO
河南中医药大学,201,专业组201,,NO,NO
河南中医药大学,202,专业组202,,NO,NO
新乡医学院,"院
201","专业组院
201",,NO,NO
河南大学,205,专业组205,,NO,NO
河南大学,206,专业组206,,NO,NO
河南大学,208,专业组208,,NO,NO
河南大学,209,专业组209,,NO,NO
"考
河南大学",210,专业组210,,NO,NO
河南大学,212,专业组212,,NO,NO
河南师范大学,203,专业组203,,NO,NO
"育
河南师范大学",204,专业组204,,NO,NO
信阳师范大学(中外合作办学),201,专业组201,,NO,NO
信阳师范大学(中外合作办学),202,专业组202,,NO,NO
"教
周口师范学院",202,专业组202,,NO,NO
周口师范学院,203,专业组203,,NO,NO
"省
南阳师范学院",204,专业组204,,NO,NO
南阳师范学院,205,专业组205,,NO,NO
南阳师范学院,206,专业组206,,NO,NO
南阳师范学院,207,专业组207,,NO,NO
南阳师范学院(中外合作办学),208,专业组208,,NO,NO
南阳师范学院(中外合作办学),209,专业组209,,NO,NO
南阳师范学院,"育
210","专业组育
210",,NO,NO
洛阳师范学院,202,专业组202,,NO,NO
"教
商丘师范学院",202,专业组202,,NO,NO
商丘师范学院,203,专业组203,,NO,NO
商丘师范学院,204,专业组204,,NO,NO
河南财经政法大学,202,专业组202,,NO,NO
河南财经政法大学,203,专业组203,,NO,NO
郑州航空工业管理学院,203,专业组203,,NO,NO
武汉大学,202,专业组202,,NO,NO
"广
武汉大学",203,专业组203,,NO,NO
武汉大学,204,专业组204,,NO,NO
武汉大学(中外合作办学),205,专业组205,,NO,NO
武汉大学(公共卫生类),208,专业组208,,NO,NO
华中科技大学,203,专业组203,,NO,NO
华中科技大学,204,专业组204,,NO,NO
华中科技大学(中外合作办学),211,专业组211,,NO,NO
武汉科技大学,203,专业组203,,NO,NO
武汉科技大学,204,专业组204,,NO,NO
武汉科技大学,205,专业组205,,NO,NO
长江大学,"广
202","专业组广
202",,NO,NO
长江大学,203,专业组203,,NO,NO
长江大学,204,专业组204,,NO,NO
长江大学,205,专业组205,,NO,NO
长江大学(中外合作办学),206,专业组206,,NO,NO
武汉工程大学,202,专业组202,,NO,NO
武汉工程大学,203,专业组203,,NO,NO
武汉工程大学(中外合作办学),204,专业组204,,NO,NO
中国地质大学(武汉),204,专业组204,,NO,NO
中国地质大学(武汉),205,专业组205,,NO,NO
中国地质大学(武汉)(中外合作办学),206,专业组206,,NO,NO
中国地质大学(武汉),209,专业组209,,NO,NO
武汉纺织大学,"院
203","专业组院
203",,NO,NO
武汉纺织大学,204,专业组204,,NO,NO
武汉轻工大学,203,专业组203,,NO,NO
武汉理工大学(中外合作办学),206,专业组206,,NO,NO
"考
武汉理工大学(中外合作办学)",208,专业组208,,NO,NO
武汉理工大学,210,专业组210,,NO,NO
"育
武汉理工大学",211,专业组211,,NO,NO
湖北工业大学,204,专业组204,,NO,NO
"教
湖北工业大学",205,专业组205,,NO,NO
湖北工业大学(中外合作办学),206,专业组206,,NO,NO
"省
华中农业大学",203,专业组203,,NO,NO
华中农业大学,204,专业组204,,NO,NO
华中农业大学,206,专业组206,,NO,NO
湖北中医药大学,204,专业组204,,NO,NO
湖北中医药大学,205,专业组205,,NO,NO
湖北中医药大学,206,专业组206,,NO,NO
华中师范大学,"育
204","专业组育
204",,NO,NO
"教
湖北大学",204,专业组204,,NO,NO
湖北大学,205,专业组205,,NO,NO
湖北大学,206,专业组206,,NO,NO
湖北师范大学,202,专业组202,,NO,NO
湖北文理学院,204,专业组204,,NO,NO
"广
中南财经政法大学",207,专业组207,,NO,NO
中南财经政法大学(中外合作办学),210,专业组210,,NO,NO
中南财经政法大学,211,专业组211,,NO,NO
武汉体育学院,203,专业组203,,NO,NO
武汉体育学院,204,专业组204,,NO,NO
中南民族大学,203,专业组203,,NO,NO
中南民族大学,204,专业组204,,NO,NO
中南民族大学,205,专业组205,,NO,NO
中南民族大学,206,专业组206,,NO,NO
湖北汽车工业学院,"广
201","专业组广
201",,NO,NO
湖北汽车工业学院(中外合作办学),202,专业组202,,NO,NO
湖北工程学院,202,专业组202,,NO,NO
湖北工程学院,203,专业组203,,NO,NO
湘潭大学,205,专业组205,,NO,NO
湘潭大学,207,专业组207,,NO,NO
吉首大学,203,专业组203,,NO,NO
吉首大学,204,专业组204,,NO,NO
吉首大学,205,专业组205,,NO,NO
吉首大学,206,专业组206,,NO,NO
湖南大学,203,专业组203,,NO,NO
湖南大学,"院
204","专业组院
204",,NO,NO
湖南大学(本科预科班),206,专业组206,,NO,NO
中南大学,202,专业组202,,NO,NO
中南大学,204,专业组204,,NO,NO
"考
湖南科技大学",206,专业组206,,NO,NO
湖南科技大学,207,专业组207,,NO,NO
湖南科技大学,208,专业组208,,NO,NO
"育
湖南科技大学",209,专业组209,,NO,NO
湖南科技大学,210,专业组210,,NO,NO
湖南科技大学,211,专业组211,,NO,NO
"教
长沙理工大学",203,专业组203,,NO,NO
长沙理工大学,204,专业组204,,NO,NO
"省
长沙理工大学",205,专业组205,,NO,NO
长沙理工大学,206,专业组206,,NO,NO
长沙理工大学,207,专业组207,,NO,NO
长沙理工大学,208,专业组208,,NO,NO
长沙理工大学(中外合作办学),209,专业组209,,NO,NO
长沙理工大学(中外合作办学),211,专业组211,,NO,NO
长沙理工大学(中外合作办学),"育
212","专业组育
212",,NO,NO
湖南农业大学,205,专业组205,,NO,NO
"教
湖南农业大学",206,专业组206,,NO,NO
湖南农业大学,207,专业组207,,NO,NO
湖南农业大学(中外合作办学),208,专业组208,,NO,NO
湖南农业大学,210,专业组210,,NO,NO
湖南农业大学,211,专业组211,,NO,NO
湖南农业大学(中外合作办学),213,专业组213,,NO,NO
湖南农业大学(中外合作办学),214,专业组214,,NO,NO
"广
湖南农业大学",215,专业组215,,NO,NO
中南林业科技大学,204,专业组204,,NO,NO
中南林业科技大学,205,专业组205,,NO,NO
中南林业科技大学,206,专业组206,,NO,NO
中南林业科技大学,207,专业组207,,NO,NO
湖南中医药大学,201,专业组201,,NO,NO
湖南中医药大学,202,专业组202,,NO,NO
湖南中医药大学,203,专业组203,,NO,NO
湖南中医药大学,204,专业组204,,NO,NO
湖南中医药大学,205,专业组205,,NO,NO
湖南师范大学,205,专业组205,,NO,NO
湖南师范大学,"广
206","专业组广
206",,NO,NO
湖南师范大学,207,专业组207,,NO,NO
湖南师范大学,208,专业组208,,NO,NO
湖南师范大学,209,专业组209,,NO,NO
湖南师范大学,210,专业组210,,NO,NO
湖南师范大学,212,专业组212,,NO,NO
湖南理工学院,203,专业组203,,NO,NO
湖南理工学院,204,专业组204,,NO,NO
湖南理工学院,205,专业组205,,NO,NO
湖南理工学院,206,专业组206,,NO,NO
湘南学院,202,专业组202,,NO,NO
湘南学院,203,专业组203,,NO,NO
湘南学院,"院
204","专业组院
204",,NO,NO
衡阳师范学院,204,专业组204,,NO,NO
衡阳师范学院,205,专业组205,,NO,NO
衡阳师范学院,207,专业组207,,NO,NO
"考
衡阳师范学院",209,专业组209,,NO,NO
邵阳学院,204,专业组204,,NO,NO
邵阳学院,205,专业组205,,NO,NO
"育
邵阳学院",206,专业组206,,NO,NO
邵阳学院,207,专业组207,,NO,NO
邵阳学院,208,专业组208,,NO,NO
"教
怀化学院",203,专业组203,,NO,NO
湖南文理学院,203,专业组203,,NO,NO
"省
湖南科技学院",203,专业组203,,NO,NO
湖南人文科技学院,204,专业组204,,NO,NO
湖南人文科技学院(中外合作办学),205,专业组205,,NO,NO
湖南人文科技学院,206,专业组206,,NO,NO
