university_code,university,category,group_code,min_score,min_rank,plan_count,source,verified,has_major_details,major_name,group_name
13434,"东
赣南科技学院",物理,213,501,163500,2,广东省教育考试院官方PDF,True,False,,
13434,赣南科技学院,物理,214,501,162437,8,广东省教育考试院官方PDF,True,False,,
13434,赣南科技学院,物理,215,503,159165,2,广东省教育考试院官方PDF,True,False,,
13434,赣南科技学院,物理,216,510,146860,4,广东省教育考试院官方PDF,True,False,,
13436,"广
江西农业大学南昌商学院",物理,215,494,176562,1,广东省教育考试院官方PDF,True,False,,
13436,江西农业大学南昌商学院,物理,216,487,188915,9,广东省教育考试院官方PDF,True,False,,
13436,江西农业大学南昌商学院,物理,217,491,180267,4,广东省教育考试院官方PDF,True,False,,
13436,江西农业大学南昌商学院,物理,218,490,182804,8,广东省教育考试院官方PDF,True,False,,
13436,江西农业大学南昌商学院,物理,219,481,198409,1,广东省教育考试院官方PDF,True,False,,
13437,南昌医学院,物理,208,510,147162,2,广东省教育考试院官方PDF,True,False,,
13437,南昌医学院,物理,209,514,140162,8,广东省教育考试院官方PDF,True,False,,
13437,南昌医学院,物理,210,505,156321,20,广东省教育考试院官方PDF,True,False,,
13437,南昌医学院,物理,211,555,74397,5,广东省教育考试院官方PDF,True,False,,
13437,南昌医学院,物理,212,560,67868,3,广东省教育考试院官方PDF,True,False,,
13437,南昌医学院,物理,213,524,123052,2,广东省教育考试院官方PDF,True,False,,
13437,南昌医学院,物理,214,538,98920,4,广东省教育考试院官方PDF,True,False,,
13437,南昌医学院,物理,215,511,144229,8,广东省教育考试院官方PDF,True,False,,
13437,南昌医学院,物理,216,542,92711,8,广东省教育考试院官方PDF,True,False,,
13438,江西师范大学科学技术学院,物理,209,493,177459,4,广东省教育考试院官方PDF,True,False,,
13438,江西师范大学科学技术学院,物理,210,492,179144,4,广东省教育考试院官方PDF,True,False,,
13438,江西师范大学科学技术学院,物理,211,492,178712,6,广东省教育考试院官方PDF,True,False,,
13439,赣南师范大学科技学院,物理,219,503,158749,1,广东省教育考试院官方PDF,True,False,,
13439,赣南师范大学科技学院,物理,220,494,176206,5,广东省教育考试院官方PDF,True,False,,
13439,赣南师范大学科技学院,物理,221,492,179164,4,广东省教育考试院官方PDF,True,False,,
13439,赣南师范大学科技学院,物理,222,493,178031,12,广东省教育考试院官方PDF,True,False,,
13439,赣南师范大学科技学院,物理,223,495,174639,3,广东省教育考试院官方PDF,True,False,,
13440,南昌应用技术师范学院,物理,209,484,193484,12,广东省教育考试院官方PDF,True,False,,
13441,江西财经大学现代经济管理学院,物理,209,490,182724,1,广东省教育考试院官方PDF,True,False,,
13441,江西财经大学现代经济管理学院,物理,210,488,187105,28,广东省教育考试院官方PDF,True,False,,
13441,江西财经大学现代经济管理学院(联合培养),物理,213,449,253918,6,广东省教育考试院官方PDF,True,False,,
13468,阳光学院,物理,206,472,214770,3,广东省教育考试院官方PDF,True,False,,
13468,阳光学院(中外合作办学),物理,207,438,271986,10,广东省教育考试院官方PDF,True,False,,
13469,厦门大学嘉庚学院,物理,211,499,166809,3,广东省教育考试院官方PDF,True,False,,
13469,厦门大学嘉庚学院,物理,212,490,182137,40,广东省教育考试院官方PDF,True,False,,
13469,厦门大学嘉庚学院,物理,213,494,175171,38,广东省教育考试院官方PDF,True,False,,
13470,福州大学至诚学院,物理,208,489,184656,"考
5",广东省教育考试院官方PDF,True,False,,
13470,福州大学至诚学院,物理,209,488,186493,32,广东省教育考试院官方PDF,True,False,,
13470,福州大学至诚学院,物理,210,487,188329,11,广东省教育考试院官方PDF,True,False,,
13471,集美大学诚毅学院,物理,209,492,178776,7,广东省教育考试院官方PDF,True,False,,
13471,集美大学诚毅学院,物理,"育
210",493,177021,16,广东省教育考试院官方PDF,True,False,,
13472,福建师范大学协和学院,物理,204,478,204877,3,广东省教育考试院官方PDF,True,False,,
13472,福建师范大学协和学院,物理,205,488,186389,1,广东省教育考试院官方PDF,True,False,,
13497,郑州财经学院,物理,205,484,194450,15,广东省教育考试院官方PDF,True,False,,
13497,"教
郑州财经学院",物理,206,486,191022,19,广东省教育考试院官方PDF,True,False,,
13500,商丘工学院,物理,202,479,202179,10,广东省教育考试院官方PDF,True,False,,
13501,河南开封科技传媒学院,物理,202,478,203869,8,广东省教育考试院官方PDF,True,False,,
13503,信阳学院,物理,204,496,171623,2,广东省教育考试院官方PDF,True,False,,
13505,"省
豫北医学院",物理,203,490,183598,3,广东省教育考试院官方PDF,True,False,,
13505,豫北医学院,物理,204,517,135096,2,广东省教育考试院官方PDF,True,False,,
13511,兰州工商学院,物理,204,455,245285,2,广东省教育考试院官方PDF,True,False,,
13514,兰州博文科技学院,物理,204,467,223409,7,广东省教育考试院官方PDF,True,False,,
13524,"东
北海艺术设计学院",物理,208,470,218758,9,广东省教育考试院官方PDF,True,False,,
13534,山西工学院,物理,202,503,159883,5,广东省教育考试院官方PDF,True,False,,
13537,山西电子科技学院,物理,203,501,163548,9,广东省教育考试院官方PDF,True,False,,
13537,山西电子科技学院,物理,204,502,161631,2,广东省教育考试院官方PDF,True,False,,
13538,"广
山西晋中理工学院",物理,204,481,198269,12,广东省教育考试院官方PDF,True,False,,
13558,新疆理工学院,物理,211,486,190318,9,广东省教育考试院官方PDF,True,False,,
13558,新疆理工学院,物理,212,484,193342,11,广东省教育考试院官方PDF,True,False,,
13558,新疆理工学院,物理,213,486,190187,64,广东省教育考试院官方PDF,True,False,,
13558,新疆理工学院,物理,214,486,190638,12,广东省教育考试院官方PDF,True,False,,
13560,新疆第二医学院,物理,206,529,114438,1,广东省教育考试院官方PDF,True,False,,
13560,新疆第二医学院,物理,207,468,222638,35,广东省教育考试院官方PDF,True,False,,
13560,新疆第二医学院,物理,208,487,187656,2,广东省教育考试院官方PDF,True,False,,
13561,新疆科技学院,物理,207,486,189784,15,广东省教育考试院官方PDF,True,False,,
13561,新疆科技学院,物理,208,485,192583,23,广东省教育考试院官方PDF,True,False,,
13561,新疆科技学院,物理,209,490,183639,10,广东省教育考试院官方PDF,True,False,,
13561,新疆科技学院,物理,210,485,191590,5,广东省教育考试院官方PDF,True,False,,
13571,无锡太湖学院,物理,206,470,219371,35,广东省教育考试院官方PDF,True,False,,
13571,无锡太湖学院,物理,207,466,225913,37,广东省教育考试院官方PDF,True,False,,
13571,无锡太湖学院,物理,208,463,230893,17,广东省教育考试院官方PDF,True,False,,
13578,河北工程大学科信学院,物理,205,484,192944,3,广东省教育考试院官方PDF,True,False,,
13578,河北工程大学科信学院,物理,206,487,189341,21,广东省教育考试院官方PDF,True,False,,
13579,中国矿业大学徐海学院,物理,207,482,198237,7,广东省教育考试院官方PDF,True,False,,
13579,中国矿业大学徐海学院,物理,208,480,200540,14,广东省教育考试院官方PDF,True,False,,
13588,重庆外语外事学院,物理,207,493,178252,4,广东省教育考试院官方PDF,True,False,,
13588,重庆外语外事学院,物理,208,478,204892,9,广东省教育考试院官方PDF,True,False,,
13589,重庆对外经贸学院,物理,207,487,189360,6,广东省教育考试院官方PDF,True,False,,
13589,重庆对外经贸学院,物理,208,483,194979,14,广东省教育考试院官方PDF,True,False,,
13590,重庆财经学院,物理,207,494,175042,10,广东省教育考试院官方PDF,True,False,,
13590,重庆财经学院,物理,208,501,163636,2,广东省教育考试院官方PDF,True,False,,
13593,石家庄铁道大学四方学院,物理,206,487,187873,10,广东省教育考试院官方PDF,True,False,,
13594,河北地质大学华信学院,物理,205,479,202569,6,广东省教育考试院官方PDF,True,False,,
13594,河北地质大学华信学院,物理,206,457,240853,6,广东省教育考试院官方PDF,True,False,,
13597,山西科技学院,物理,206,512,142799,1,广东省教育考试院官方PDF,True,False,,
13602,长春电子科技学院,物理,204,472,214670,8,广东省教育考试院官方PDF,True,False,,
13603,长春财经学院,物理,204,461,235536,8,广东省教育考试院官方PDF,True,False,,
13604,吉林建筑科技学院,物理,203,461,235521,"考
6",广东省教育考试院官方PDF,True,False,,
13604,吉林建筑科技学院,物理,204,443,264023,4,广东省教育考试院官方PDF,True,False,,
13606,长春科技学院,物理,203,470,218497,20,广东省教育考试院官方PDF,True,False,,
13606,长春科技学院,物理,204,466,225664,10,广东省教育考试院官方PDF,True,False,,
13609,辽宁中医药大学杏林学院,物理,"育
202",497,170698,20,广东省教育考试院官方PDF,True,False,,
13610,辽宁何氏医学院,物理,202,486,189837,20,广东省教育考试院官方PDF,True,False,,
13611,蚌埠工商学院,物理,204,486,190644,4,广东省教育考试院官方PDF,True,False,,
13613,安徽信息工程学院,物理,202,473,212720,5,广东省教育考试院官方PDF,True,False,,
13614,"教
马鞍山学院",物理,204,478,203901,13,广东省教育考试院官方PDF,True,False,,
13615,合肥城市学院,物理,204,474,211665,12,广东省教育考试院官方PDF,True,False,,
13618,安徽医科大学临床医学院,物理,202,473,212799,30,广东省教育考试院官方PDF,True,False,,
13619,阜阳理工学院,物理,202,489,184989,5,广东省教育考试院官方PDF,True,False,,
13622,"省
吉林师范大学博达学院",物理,208,474,211604,7,广东省教育考试院官方PDF,True,False,,
13625,昆明文理学院,物理,210,469,220531,8,广东省教育考试院官方PDF,True,False,,
13625,昆明文理学院,物理,211,477,205865,9,广东省教育考试院官方PDF,True,False,,
13626,昆明理工大学津桥学院,物理,209,470,218603,9,广东省教育考试院官方PDF,True,False,,
13626,"东
昆明理工大学津桥学院",物理,210,463,230409,5,广东省教育考试院官方PDF,True,False,,
13626,昆明理工大学津桥学院,物理,211,470,219304,6,广东省教育考试院官方PDF,True,False,,
13626,昆明理工大学津桥学院,物理,212,477,205481,21,广东省教育考试院官方PDF,True,False,,
13627,重庆移通学院,物理,205,491,181886,3,广东省教育考试院官方PDF,True,False,,
13627,"广
重庆移通学院",物理,206,494,176135,13,广东省教育考试院官方PDF,True,False,,
13628,新疆政法学院,物理,211,496,172992,3,广东省教育考试院官方PDF,True,False,,
13628,新疆政法学院,物理,212,515,137716,7,广东省教育考试院官方PDF,True,False,,
13628,新疆政法学院,物理,213,490,183224,7,广东省教育考试院官方PDF,True,False,,
13628,新疆政法学院,物理,214,496,171361,8,广东省教育考试院官方PDF,True,False,,
13631,大连东软信息学院,物理,203,453,248815,8,广东省教育考试院官方PDF,True,False,,
13631,大连东软信息学院,物理,204,465,227240,25,广东省教育考试院官方PDF,True,False,,
13632,上海视觉艺术学院,物理,212,511,145560,2,广东省教育考试院官方PDF,True,False,,
13634,武汉学院,物理,205,484,193918,16,广东省教育考试院官方PDF,True,False,,
13636,上海外国语大学贤达经济人文学院,物理,204,469,220675,2,广东省教育考试院官方PDF,True,False,,
13639,柳州工学院,物理,205,462,233542,45,广东省教育考试院官方PDF,True,False,,
13640,广西民族大学相思湖学院,物理,205,467,225011,40,广东省教育考试院官方PDF,True,False,,
13640,广西民族大学相思湖学院,物理,206,485,191882,6,广东省教育考试院官方PDF,True,False,,
13641,桂林学院,物理,207,485,191481,8,广东省教育考试院官方PDF,True,False,,
13641,桂林学院,物理,208,487,188979,15,广东省教育考试院官方PDF,True,False,,
13642,南宁师范大学师园学院,物理,205,497,170841,3,广东省教育考试院官方PDF,True,False,,
13642,南宁师范大学师园学院,物理,206,491,180446,9,广东省教育考试院官方PDF,True,False,,
13643,广西中医药大学赛恩斯新医药学院,物理,206,506,154450,126,广东省教育考试院官方PDF,True,False,,
13643,广西中医药大学赛恩斯新医药学院,物理,207,492,179763,44,广东省教育考试院官方PDF,True,False,,
13643,广西中医药大学赛恩斯新医药学院,物理,208,489,183962,28,广东省教育考试院官方PDF,True,False,,
13644,桂林信息科技学院,物理,210,481,199418,4,广东省教育考试院官方PDF,True,False,,
13644,桂林信息科技学院,物理,211,472,214791,28,广东省教育考试院官方PDF,True,False,,
13644,桂林信息科技学院,物理,212,477,206427,78,广东省教育考试院官方PDF,True,False,,
13645,南宁理工学院,物理,208,478,204968,12,广东省教育考试院官方PDF,True,False,,
13645,南宁理工学院,物理,209,482,197424,16,广东省教育考试院官方PDF,True,False,,
13650,贵阳信息科技学院,物理,205,476,209017,15,广东省教育考试院官方PDF,True,False,,
13650,贵阳信息科技学院,物理,206,480,201038,22,广东省教育考试院官方PDF,True,False,,
13651,贵阳人文科技学院,物理,206,482,197821,2,广东省教育考试院官方PDF,True,False,,
13653,遵义医科大学医学与科技学院,物理,202,521,128083,10,广东省教育考试院官方PDF,True,False,,
13654,南京理工大学紫金学院,物理,205,487,188749,42,广东省教育考试院官方PDF,True,False,,
13654,南京理工大学紫金学院,物理,206,484,193111,144,广东省教育考试院官方PDF,True,False,,
13655,南京航空航天大学金城学院,物理,214,484,193273,"考
2",广东省教育考试院官方PDF,True,False,,
13655,南京航空航天大学金城学院,物理,215,485,192131,19,广东省教育考试院官方PDF,True,False,,
13655,南京航空航天大学金城学院,物理,216,498,168001,2,广东省教育考试院官方PDF,True,False,,
13656,广州华立学院,物理,201,443,264467,59,广东省教育考试院官方PDF,True,False,,
13656,广州华立学院,物理,"育
202",436,276435,39,广东省教育考试院官方PDF,True,False,,
13656,广州华立学院(联合培养),物理,203,439,271729,16,广东省教育考试院官方PDF,True,False,,
13656,广州华立学院,物理,204,439,270732,562,广东省教育考试院官方PDF,True,False,,
13656,广州华立学院,物理,205,436,276575,1084,广东省教育考试院官方PDF,True,False,,
13656,"教
广州华立学院",物理,206,436,275914,448,广东省教育考试院官方PDF,True,False,,
13656,广州华立学院,物理,207,436,276499,1673,广东省教育考试院官方PDF,True,False,,
13657,广州应用科技学院,物理,213,438,272353,730,广东省教育考试院官方PDF,True,False,,
13657,广州应用科技学院,物理,214,438,272247,570,广东省教育考试院官方PDF,True,False,,
13657,"省
广州应用科技学院",物理,215,471,216301,100,广东省教育考试院官方PDF,True,False,,
13657,广州应用科技学院,物理,216,459,237613,100,广东省教育考试院官方PDF,True,False,,
13657,广州应用科技学院,物理,217,436,276376,70,广东省教育考试院官方PDF,True,False,,
13657,广州应用科技学院,物理,218,436,276160,240,广东省教育考试院官方PDF,True,False,,
13657,"东
广州应用科技学院",物理,219,436,276530,155,广东省教育考试院官方PDF,True,False,,
13657,广州应用科技学院,物理,220,436,276450,120,广东省教育考试院官方PDF,True,False,,
13657,广州应用科技学院,物理,221,436,276583,220,广东省教育考试院官方PDF,True,False,,
13657,广州应用科技学院(校企联合培养),物理,222,436,276345,300,广东省教育考试院官方PDF,True,False,,
13657,"广
广州应用科技学院",物理,223,436,276531,400,广东省教育考试院官方PDF,True,False,,
13657,广州应用科技学院,物理,224,436,276423,300,广东省教育考试院官方PDF,True,False,,
13657,广州应用科技学院(联合培养),物理,225,436,275792,160,广东省教育考试院官方PDF,True,False,,
13657,广州应用科技学院(联合培养),物理,226,438,273101,125,广东省教育考试院官方PDF,True,False,,
13660,天津商业大学宝德学院,物理,216,493,177545,1,广东省教育考试院官方PDF,True,False,,
13660,天津商业大学宝德学院,物理,217,474,212332,1,广东省教育考试院官方PDF,True,False,,
13660,天津商业大学宝德学院,物理,218,479,203557,1,广东省教育考试院官方PDF,True,False,,
13660,天津商业大学宝德学院,物理,219,478,204857,4,广东省教育考试院官方PDF,True,False,,
13661,天津医科大学临床医学院,物理,206,506,153805,1,广东省教育考试院官方PDF,True,False,,
13661,天津医科大学临床医学院,物理,207,481,199820,18,广东省教育考试院官方PDF,True,False,,
13661,天津医科大学临床医学院,物理,208,525,120588,6,广东省教育考试院官方PDF,True,False,,
13662,长春人文学院,物理,207,479,202804,2,广东省教育考试院官方PDF,True,False,,
13662,长春人文学院,物理,208,460,235788,2,广东省教育考试院官方PDF,True,False,,
13665,电子科技大学成都学院,物理,208,493,177932,2,广东省教育考试院官方PDF,True,False,,
13665,电子科技大学成都学院,物理,209,493,177134,34,广东省教育考试院官方PDF,True,False,,
13666,武汉华夏理工学院,物理,206,493,176928,2,广东省教育考试院官方PDF,True,False,,
13666,武汉华夏理工学院,物理,207,482,197440,13,广东省教育考试院官方PDF,True,False,,
13667,广州商学院,物理,204,462,232927,1679,广东省教育考试院官方PDF,True,False,,
13667,广州商学院,物理,205,463,230853,1307,广东省教育考试院官方PDF,True,False,,
13667,广州商学院(中外合作办学),物理,206,445,261519,60,广东省教育考试院官方PDF,True,False,,
13667,广州商学院(联合培养),物理,207,437,273799,90,广东省教育考试院官方PDF,True,False,,
13667,广州商学院,物理,208,458,240270,174,广东省教育考试院官方PDF,True,False,,
13668,成都理工大学工程技术学院,物理,204,488,185992,20,广东省教育考试院官方PDF,True,False,,
13669,四川传媒学院,物理,215,488,187010,8,广东省教育考试院官方PDF,True,False,,
13669,四川传媒学院,物理,216,490,183362,20,广东省教育考试院官方PDF,True,False,,
13670,成都银杏酒店管理学院,物理,205,475,209694,4,广东省教育考试院官方PDF,True,False,,
13670,成都银杏酒店管理学院,物理,206,478,205349,5,广东省教育考试院官方PDF,True,False,,
13673,成都外国语学院,物理,205,479,203541,27,广东省教育考试院官方PDF,True,False,,
13678,西北大学现代学院,物理,210,473,213456,4,广东省教育考试院官方PDF,True,False,,
13679,西安建筑科技大学华清学院,物理,202,464,228623,10,广东省教育考试院官方PDF,True,False,,
13682,西安工商学院,物理,205,472,215501,2,广东省教育考试院官方PDF,True,False,,
13682,西安工商学院,物理,206,471,216740,"考
6",广东省教育考试院官方PDF,True,False,,
13684,珠海科技学院,物理,208,494,175423,1002,广东省教育考试院官方PDF,True,False,,
13684,珠海科技学院,物理,209,497,171162,1975,广东省教育考试院官方PDF,True,False,,
13684,珠海科技学院,物理,210,494,175332,51,广东省教育考试院官方PDF,True,False,,
13686,武汉传媒学院,物理,"育
214",474,212206,10,广东省教育考试院官方PDF,True,False,,
13686,武汉传媒学院,物理,215,485,192642,8,广东省教育考试院官方PDF,True,False,,
13687,南京传媒学院,物理,215,488,187114,22,广东省教育考试院官方PDF,True,False,,
13705,成都医学院,物理,202,549,81723,20,广东省教育考试院官方PDF,True,False,,
13714,"教
广州工商学院",物理,211,436,276582,1697,广东省教育考试院官方PDF,True,False,,
13714,广州工商学院,物理,212,436,276436,1428,广东省教育考试院官方PDF,True,False,,
13714,广州工商学院,物理,213,436,276071,336,广东省教育考试院官方PDF,True,False,,
13714,广州工商学院,物理,214,436,276341,290,广东省教育考试院官方PDF,True,False,,
13714,"省
广州工商学院",物理,215,437,274784,96,广东省教育考试院官方PDF,True,False,,
13714,广州工商学院(国际班),物理,216,436,276515,46,广东省教育考试院官方PDF,True,False,,
13714,广州工商学院,物理,217,436,276431,62,广东省教育考试院官方PDF,True,False,,
13714,广州工商学院,物理,218,436,276568,108,广东省教育考试院官方PDF,True,False,,
13714,"东
广州工商学院",物理,219,436,276536,108,广东省教育考试院官方PDF,True,False,,
13714,广州工商学院,物理,220,436,276050,80,广东省教育考试院官方PDF,True,False,,
13714,广州工商学院,物理,221,436,275896,120,广东省教育考试院官方PDF,True,False,,
13714,广州工商学院,物理,222,436,276353,15,广东省教育考试院官方PDF,True,False,,
13714,"广
广州工商学院(中外合作办学-联合培养)",物理,223,437,273885,96,广东省教育考试院官方PDF,True,False,,
13717,广州科技职业技术大学,物理,203,436,276185,2520,广东省教育考试院官方PDF,True,False,,
13717,广州科技职业技术大学(校企联合培养),物理,208,443,265331,200,广东省教育考试院官方PDF,True,False,,
13717,广州科技职业技术大学(校企联合培养),物理,210,444,262540,20,广东省教育考试院官方PDF,True,False,,
13719,广东科技学院,物理,205,436,276571,1545,广东省教育考试院官方PDF,True,False,,
13719,广东科技学院,物理,206,449,254929,1303,广东省教育考试院官方PDF,True,False,,
13719,广东科技学院,物理,207,436,276393,500,广东省教育考试院官方PDF,True,False,,
13719,广东科技学院(联合培养),物理,208,444,263851,15,广东省教育考试院官方PDF,True,False,,
13719,广东科技学院(联合培养),物理,209,437,275032,15,广东省教育考试院官方PDF,True,False,,
13719,广东科技学院(联合培养),物理,210,466,226716,60,广东省教育考试院官方PDF,True,False,,
13719,广东科技学院,物理,211,444,263887,60,广东省教育考试院官方PDF,True,False,,
13720,广东理工学院,物理,204,436,276564,1670,广东省教育考试院官方PDF,True,False,,
13720,广东理工学院,物理,205,437,275027,60,广东省教育考试院官方PDF,True,False,,
13720,广东理工学院,物理,206,436,276488,2678,广东省教育考试院官方PDF,True,False,,
13720,广东理工学院,物理,207,437,273804,60,广东省教育考试院官方PDF,True,False,,
13720,广东理工学院,物理,208,436,276324,180,广东省教育考试院官方PDF,True,False,,
13720,广东理工学院,物理,209,436,276541,1095,广东省教育考试院官方PDF,True,False,,
13721,广东工商职业技术大学,物理,201,436,276580,2015,广东省教育考试院官方PDF,True,False,,
13721,广东工商职业技术大学,物理,202,436,276500,70,广东省教育考试院官方PDF,True,False,,
13721,广东工商职业技术大学,物理,209,436,276489,371,广东省教育考试院官方PDF,True,False,,
13721,广东工商职业技术大学,物理,210,437,274743,50,广东省教育考试院官方PDF,True,False,,
13721,广东工商职业技术大学,物理,211,436,275659,50,广东省教育考试院官方PDF,True,False,,
13727,新疆天山职业技术大学,物理,204,455,245352,65,广东省教育考试院官方PDF,True,False,,
13744,黑河学院,物理,209,497,170850,3,广东省教育考试院官方PDF,True,False,,
13744,黑河学院,物理,210,494,176606,6,广东省教育考试院官方PDF,True,False,,
13744,黑河学院,物理,212,491,180482,2,广东省教育考试院官方PDF,True,False,,
13762,福州外语外贸学院,物理,207,458,240398,16,广东省教育考试院官方PDF,True,False,,
13762,福州外语外贸学院,物理,208,466,225268,6,广东省教育考试院官方PDF,True,False,,
13766,泉州信息工程学院(联合培养),物理,208,448,256464,4,广东省教育考试院官方PDF,True,False,,
13766,泉州信息工程学院,物理,209,470,218804,4,广东省教育考试院官方PDF,True,False,,
13766,泉州信息工程学院(中外合作办学),物理,210,442,266580,15,广东省教育考试院官方PDF,True,False,,
13766,泉州信息工程学院,物理,211,478,203719,"考
8",广东省教育考试院官方PDF,True,False,,
13773,福州理工学院,物理,203,456,242809,3,广东省教育考试院官方PDF,True,False,,
13773,福州理工学院,物理,204,454,246688,12,广东省教育考试院官方PDF,True,False,,
13774,豫章师范学院(学分互认),物理,213,500,164502,2,广东省教育考试院官方PDF,True,False,,
13774,豫章师范学院(学分互认),物理,"育
214",492,179343,2,广东省教育考试院官方PDF,True,False,,
13776,江西软件职业技术大学,物理,206,463,231595,36,广东省教育考试院官方PDF,True,False,,
13806,长沙师范学院,物理,205,527,117760,1,广东省教育考试院官方PDF,True,False,,
13806,长沙师范学院,物理,206,528,115482,1,广东省教育考试院官方PDF,True,False,,
13809,"教
湖南应用技术学院",物理,206,489,185314,2,广东省教育考试院官方PDF,True,False,,
13810,肇庆医学院,物理,201,530,111609,210,广东省教育考试院官方PDF,True,False,,
13810,肇庆医学院,物理,202,497,169391,485,广东省教育考试院官方PDF,True,False,,
13810,肇庆医学院,物理,203,499,165670,370,广东省教育考试院官方PDF,True,False,,
13810,"省
肇庆医学院",物理,204,496,172953,307,广东省教育考试院官方PDF,True,False,,
13811,琼台师范学院,物理,215,502,161406,4,广东省教育考试院官方PDF,True,False,,
13811,琼台师范学院(中外合作办学),物理,216,453,248056,2,广东省教育考试院官方PDF,True,False,,
13811,琼台师范学院,物理,217,497,169609,4,广东省教育考试院官方PDF,True,False,,
13816,"东
四川工业科技学院",物理,204,483,195107,11,广东省教育考试院官方PDF,True,False,,
13830,广西外国语学院,物理,207,470,219687,14,广东省教育考试院官方PDF,True,False,,
13830,广西外国语学院,物理,208,466,226455,12,广东省教育考试院官方PDF,True,False,,
13842,南京理工大学泰州科技学院,物理,203,480,200492,10,广东省教育考试院官方PDF,True,False,,
13842,"广
南京理工大学泰州科技学院",物理,204,482,197461,40,广东省教育考试院官方PDF,True,False,,
13844,东莞城市学院(联合培养),物理,212,436,275663,46,广东省教育考试院官方PDF,True,False,,
13844,东莞城市学院(联合培养),物理,213,436,276398,32,广东省教育考试院官方PDF,True,False,,
13844,东莞城市学院,物理,214,456,243743,56,广东省教育考试院官方PDF,True,False,,
13844,东莞城市学院,物理,215,440,269938,686,广东省教育考试院官方PDF,True,False,,
13844,东莞城市学院,物理,216,436,276512,165,广东省教育考试院官方PDF,True,False,,
13844,东莞城市学院,物理,217,445,261092,315,广东省教育考试院官方PDF,True,False,,
13844,东莞城市学院,物理,218,445,261312,1128,广东省教育考试院官方PDF,True,False,,
13892,三亚学院,物理,219,455,245345,3,广东省教育考试院官方PDF,True,False,,
13892,三亚学院,物理,220,454,245788,12,广东省教育考试院官方PDF,True,False,,
13892,三亚学院(中外合作办学),物理,221,441,268222,2,广东省教育考试院官方PDF,True,False,,
13892,三亚学院,物理,222,457,241333,31,广东省教育考试院官方PDF,True,False,,
13892,三亚学院,物理,223,447,258691,5,广东省教育考试院官方PDF,True,False,,
13892,三亚学院,物理,224,449,254798,2,广东省教育考试院官方PDF,True,False,,
13893,上海师范大学天华学院,物理,203,484,194402,3,广东省教育考试院官方PDF,True,False,,
13893,上海师范大学天华学院,物理,204,463,231890,10,广东省教育考试院官方PDF,True,False,,
13894,西安明德理工学院,物理,205,474,212340,2,广东省教育考试院官方PDF,True,False,,
13894,西安明德理工学院,物理,206,479,202609,3,广东省教育考试院官方PDF,True,False,,
13897,天津理工大学中环信息学院,物理,205,490,183711,1,广东省教育考试院官方PDF,True,False,,
13897,天津理工大学中环信息学院,物理,206,483,195991,16,广东省教育考试院官方PDF,True,False,,
13898,北京科技大学天津学院,物理,212,482,197022,6,广东省教育考试院官方PDF,True,False,,
13898,北京科技大学天津学院,物理,213,483,195029,10,广东省教育考试院官方PDF,True,False,,
13898,北京科技大学天津学院,物理,214,492,179271,2,广东省教育考试院官方PDF,True,False,,
13899,北京中医药大学东方学院,物理,211,495,174699,1,广东省教育考试院官方PDF,True,False,,
13899,北京中医药大学东方学院,物理,212,521,128060,6,广东省教育考试院官方PDF,True,False,,
13899,北京中医药大学东方学院,物理,214,492,179429,1,广东省教育考试院官方PDF,True,False,,
13902,广州新华学院,物理,203,472,214736,1240,广东省教育考试院官方PDF,True,False,,
13902,广州新华学院,物理,204,478,204871,542,广东省教育考试院官方PDF,True,False,,
13902,广州新华学院,物理,206,483,194795,721,广东省教育考试院官方PDF,True,False,,
13903,成都锦城学院,物理,208,491,181954,10,广东省教育考试院官方PDF,True,False,,
13903,成都锦城学院,物理,209,490,182460,26,广东省教育考试院官方PDF,True,False,,
13905,南京工业大学浦江学院,物理,205,479,202703,"考
17",广东省教育考试院官方PDF,True,False,,
13905,南京工业大学浦江学院,物理,206,481,198774,55,广东省教育考试院官方PDF,True,False,,
13906,南京师范大学中北学院,物理,207,487,189159,8,广东省教育考试院官方PDF,True,False,,
13906,南京师范大学中北学院,物理,208,491,181619,4,广东省教育考试院官方PDF,True,False,,
13906,南京师范大学中北学院,物理,"育
209",482,196486,6,广东省教育考试院官方PDF,True,False,,
13920,广西城市职业大学,物理,205,462,232433,130,广东省教育考试院官方PDF,True,False,,
13924,湖南交通工程学院,物理,206,478,205121,2,广东省教育考试院官方PDF,True,False,,
13924,湖南交通工程学院,物理,207,477,206598,10,广东省教育考试院官方PDF,True,False,,
13924,"教
湖南交通工程学院",物理,208,475,209616,4,广东省教育考试院官方PDF,True,False,,
13925,湖南软件职业技术大学,物理,202,477,205554,6,广东省教育考试院官方PDF,True,False,,
13937,湖南汽车工程职业大学,物理,202,502,160887,4,广东省教育考试院官方PDF,True,False,,
13957,辽宁传媒学院,物理,205,443,264781,10,广东省教育考试院官方PDF,True,False,,
13980,"省
南京医科大学康达学院",物理,211,486,190238,7,广东省教育考试院官方PDF,True,False,,
13980,南京医科大学康达学院,物理,212,487,187832,3,广东省教育考试院官方PDF,True,False,,
13980,南京医科大学康达学院,物理,213,494,175535,40,广东省教育考试院官方PDF,True,False,,
13980,南京医科大学康达学院,物理,214,491,180424,2,广东省教育考试院官方PDF,True,False,,
13982,"东
无锡学院",物理,209,535,103736,4,广东省教育考试院官方PDF,True,False,,
